household_key,primer_dia,ultimo_dia,frecuencia_cestas,clv_historico,n_lineas,recencia_dias,tenencia_dias,gasto_medio_cesta,tenencia_corta,n_categorias_distintas,log_clv_historico,gasto_medio_semanal_base,gasto_medio_semanal_reciente,tendencia_no_disponible,tendencia_relativa,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,KID_CATEGORY_DESC,AGE_DESC_cod,MARITAL_STATUS_CODE_cod,INCOME_DESC_cod,HOMEOWNER_DESC_cod,HH_COMP_DESC_cod,KID_CATEGORY_DESC_cod,tamano_medio_cesta,descuento_total,target_campana,n_campanas,nivel_valor,nivel_tendencia,cuadrante
2192,3,663,28,485.67,87,42,661,17.345357142857143,False,47,6.187586275325884,4.409295774647887,0.5058333333333334,False,-0.885280244468579,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.107142857142857,28.24,0,0,Bajo,Descendente,Bajo valor / Descendente
2193,12,703,117,9155.01,2863,2,692,78.24794871794872,False,216,9.122165773251853,98.12521126760564,60.73500000000001,False,-0.3810459186236613,25-34,A,50-74K,Homeowner,2 Adults No Kids,None/Unknown,1.0,0.0,4.0,0.0,2.0,3.0,24.47008547008547,1040.01,1,10,Alto,Descendente,Alto valor / Descendente
2194,22,705,398,7062.89,2219,0,684,17.745954773869347,False,161,8.862751170248623,74.46140845070423,67.66416666666667,False,-0.09128543127864065,55-64,B,25-34K,Homeowner,Single Male,None/Unknown,4.0,1.0,2.0,0.0,5.0,3.0,5.575376884422111,1102.63,1,12,Alto,Descendente,Alto valor / Descendente
2195,105,705,84,1180.72,461,0,601,14.056190476190476,False,93,7.074726283271148,13.275774647887324,18.857499999999998,False,0.4204444185108954,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.488095238095238,340.56,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2196,102,688,63,1127.43,540,17,587,17.895714285714288,False,87,7.02858256509134,13.879577464788733,6.049166666666667,False,-0.5641678082770984,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.571428571428571,444.62,0,0,Bajo,Descendente,Bajo valor / Descendente
2197,69,701,48,670.43,212,4,633,13.967291666666666,False,74,6.509409766300148,6.9470422535211265,11.104166666666666,False,0.5984020625523747,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.416666666666667,144.32000000000002,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2198,51,704,397,7088.03,2510,1,654,17.853979848866498,False,178,8.866303797754654,69.66830985915493,123.88666666666667,False,0.7782355696172676,35-44,B,25-34K,Unknown,Single Female,None/Unknown,2.0,1.0,2.0,5.0,4.0,3.0,6.3224181360201515,1167.5900000000001,1,4,Alto,Ascendente,Alto valor / Ascendente
2199,107,701,154,5624.82,2268,4,595,36.52480519480519,False,116,8.635121994225852,68.32042253521126,48.557500000000005,False,-0.2892681544091119,19-24,U,50-74K,Unknown,2 Adults Kids,1,0.0,3.0,4.0,5.0,1.0,0.0,14.727272727272727,1079.27,1,8,Alto,Descendente,Alto valor / Descendente
2200,7,696,196,8610.66,3513,9,690,43.931938775510204,False,157,9.060872377909272,84.42478873239436,88.31666666666666,False,0.04609875834701333,45-54,U,Under 15K,Unknown,Single Male,None/Unknown,3.0,3.0,0.0,5.0,5.0,3.0,17.9234693877551,2142.62,1,11,Alto,Ascendente,Alto valor / Ascendente
2201,48,72,2,27.509999999999998,12,633,25,13.754999999999999,True,10,3.3502549029245805,0.0,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.0,7.93,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2202,112,680,17,312.74,97,25,569,18.396470588235296,False,52,5.748564617428094,3.0526760563380284,2.643333333333333,False,-0.1340930761895975,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.705882352941177,62.41,0,0,Bajo,Descendente,Bajo valor / Descendente
2203,42,691,102,5099.09,972,14,650,49.99107843137255,False,154,8.537013465615534,49.66788732394366,37.80833333333333,False,-0.23877709783103926,45-54,A,50-74K,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,4.0,0.0,2.0,3.0,9.529411764705882,436.49,1,5,Alto,Descendente,Alto valor / Descendente
2204,98,701,190,2646.05,1374,4,604,13.926578947368421,False,133,7.881201091357352,29.02957746478873,28.816666666666666,False,-0.007334271343780752,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.231578947368421,695.56,1,2,Alto,Descendente,Alto valor / Descendente
2205,8,699,106,1977.26,832,6,692,18.653396226415094,False,128,7.589972949449356,18.40718309859155,16.4275,False,-0.10754948695778599,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.849056603773585,507.4,1,4,Bajo,Descendente,Bajo valor / Descendente
2206,50,701,39,480.05,207,4,652,12.308974358974359,False,62,6.175971214807274,4.407323943661972,10.455833333333333,False,1.3723768588350584,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.3076923076923075,76.74,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2207,18,694,372,4866.06,2182,11,677,13.080806451612904,False,189,8.49024533768021,61.31647887323944,30.0275,False,-0.5102866219360648,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.865591397849462,1023.14,1,7,Alto,Descendente,Alto valor / Descendente
2208,20,698,193,9456.83,3354,7,679,48.99911917098446,False,185,9.15459824884055,94.51070422535211,94.28916666666667,False,-0.002344047274869571,35-44,U,50-74K,Unknown,1 Adult Kids,2,2.0,3.0,4.0,5.0,0.0,1.0,17.378238341968913,1583.78,1,10,Alto,Descendente,Alto valor / Descendente
2209,78,705,231,6990.92,2055,0,628,30.263722943722943,False,191,8.852510475622317,75.54281690140844,116.9425,False,0.5480293798498753,25-34,A,35-49K,Renter,2 Adults Kids,3+,1.0,0.0,3.0,3.0,1.0,2.0,8.896103896103897,768.95,1,6,Alto,Ascendente,Alto valor / Ascendente
2210,106,648,34,1727.97,507,57,543,50.82264705882353,False,101,7.455281134462776,23.177746478873242,1.0658333333333332,False,-0.9540147988802599,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.911764705882353,275.06,1,3,Bajo,Descendente,Bajo valor / Descendente
2211,99,698,75,2201.63,690,7,600,29.35506666666667,False,132,7.697407379905046,16.967887323943664,56.1525,False,2.309339514576001,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.2,329.34,1,2,Alto,Ascendente,Alto valor / Ascendente
2212,114,679,46,251.33,140,26,566,5.4636956521739135,False,14,5.530737754642455,3.1038028169014087,0.8191666666666667,False,-0.7360764471873061,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.0434782608695654,49.230000000000004,0,0,Bajo,Descendente,Bajo valor / Descendente
2213,21,692,55,3505.21,1300,13,672,63.73109090909091,False,158,8.162290961006288,31.881830985915496,9.659166666666666,False,-0.697032247899005,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,23.636363636363637,537.91,1,3,Alto,Descendente,Alto valor / Descendente
2214,111,683,14,398.23,110,22,573,28.445,False,53,5.9895376919142675,2.2484507042253523,11.553333333333335,False,4.138352960828531,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.857142857142857,77.47,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2215,59,705,130,2372.22,859,0,647,18.24784615384615,False,108,7.772002961788721,26.880704225352112,18.984166666666667,False,-0.2937623022256221,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.607692307692307,463.39,1,5,Alto,Descendente,Alto valor / Descendente
2216,106,694,33,444.57,160,11,589,13.47181818181818,False,62,6.099354361391531,5.21,4.166666666666667,False,-0.20025591810620597,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.848484848484849,69.01,0,0,Bajo,Descendente,Bajo valor / Descendente
2217,81,704,191,4383.58,1576,1,624,22.950680628272252,False,178,8.385849119147148,53.568591549295775,34.875,False,-0.3489655226812011,35-44,B,15-24K,Unknown,Single Female,None/Unknown,2.0,1.0,1.0,5.0,4.0,3.0,8.25130890052356,1106.49,1,7,Alto,Descendente,Alto valor / Descendente
2218,4,663,18,860.03,413,42,660,47.779444444444444,False,99,6.758129347026295,7.873239436619718,16.31416666666667,False,1.0721034585569473,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,22.944444444444443,306.74,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2219,80,702,23,1077.42,64,3,623,46.84434782608696,False,23,6.983252285980133,9.681830985915493,2.7325,False,-0.7177703262972608,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.782608695652174,20.33,0,0,Bajo,Descendente,Bajo valor / Descendente
2220,39,644,15,215.58,46,61,606,14.372000000000002,False,27,5.377959994200234,1.8535211267605634,0.8391666666666667,False,-0.5472581053698076,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.066666666666667,63.58,0,0,Bajo,Descendente,Bajo valor / Descendente
2221,107,701,112,2267.82,1169,4,595,20.248392857142857,False,114,7.727015151531677,27.35295774647887,21.253333333333334,False,-0.22299688646763396,65+,B,35-49K,Homeowner,Single Male,None/Unknown,5.0,1.0,3.0,0.0,5.0,3.0,10.4375,628.78,1,4,Alto,Descendente,Alto valor / Descendente
2222,30,695,39,3036.26,1031,10,666,77.85282051282051,False,134,8.018711072181485,33.69197183098591,24.114166666666666,False,-0.28427558981604956,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,26.435897435897434,644.96,1,2,Alto,Descendente,Alto valor / Descendente
2223,10,681,300,2059.76,826,24,672,6.865866666666667,False,117,7.630830125783771,16.315915492957746,5.489999999999999,False,-0.6635187279334963,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.7533333333333334,374.95,1,3,Bajo,Descendente,Bajo valor / Descendente
2224,11,704,105,3960.18,1558,1,694,37.716,False,136,8.284297239659344,38.63070422535212,35.848333333333336,False,-0.07202485556017381,19-24,B,250K+,Homeowner,Single Male,None/Unknown,0.0,1.0,11.0,0.0,5.0,3.0,14.838095238095239,1011.84,1,8,Alto,Descendente,Alto valor / Descendente
2225,48,684,97,3311.37,1076,21,637,34.13783505154639,False,145,8.105419224241343,36.041549295774644,35.82416666666666,False,-0.006031445189107494,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,11.092783505154639,379.28000000000003,1,5,Alto,Descendente,Alto valor / Descendente
2226,111,704,639,8857.01,2630,1,594,13.86073552425665,False,206,9.089077413405514,120.63619718309859,17.163333333333334,False,-0.8577265055256735,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.115805946791863,961.83,1,10,Alto,Descendente,Alto valor / Descendente
2227,96,650,173,4893.9,2271,55,555,28.28843930635838,False,156,8.495949125746742,65.78901408450704,1.7108333333333334,False,-0.9739951516656603,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,13.127167630057803,1195.0,0,0,Alto,Descendente,Alto valor / Descendente
2228,47,700,202,5298.05,1323,5,654,26.227970297029703,False,177,8.575282838190839,60.64422535211267,5.746666666666666,False,-0.9052396723133924,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.5495049504950495,657.72,1,6,Alto,Descendente,Alto valor / Descendente
2229,93,701,55,2371.45,867,4,609,43.11727272727273,False,138,7.77167845544641,18.448873239436622,87.96499999999999,False,3.768041866750134,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,15.763636363636364,461.17,0,0,Alto,Ascendente,Alto valor / Ascendente
2230,114,662,38,1195.65,407,43,549,31.464473684210528,False,107,7.087281265140624,14.363098591549296,8.566666666666666,False,-0.4035641674348062,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.710526315789474,115.28,1,1,Bajo,Descendente,Bajo valor / Descendente
2231,15,704,93,4370.17,1377,1,690,46.991075268817205,False,175,8.382785986808912,38.860704225352116,57.80833333333334,False,0.48757811999763206,35-44,A,200-249K,Homeowner,2 Adults No Kids,None/Unknown,2.0,0.0,10.0,0.0,2.0,3.0,14.806451612903226,612.6800000000001,1,3,Alto,Ascendente,Alto valor / Ascendente
2232,52,698,35,1107.1,327,7,647,31.631428571428568,False,86,7.01040211594228,11.159859154929578,15.615,False,0.39921120716854924,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.342857142857143,307.15999999999997,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2233,66,696,272,8337.66,2618,9,631,30.65316176470588,False,203,9.02865781098092,94.14,79.1725,False,-0.15899192691735714,25-34,B,150-174K,Homeowner,Single Male,None/Unknown,1.0,1.0,8.0,0.0,5.0,3.0,9.625,888.5899999999999,1,11,Alto,Descendente,Alto valor / Descendente
2234,59,703,190,7837.76,1897,2,645,41.25136842105263,False,155,8.96683593757002,78.75873239436619,118.9475,False,0.5102769735347926,65+,A,Under 15K,Homeowner,2 Adults No Kids,None/Unknown,5.0,0.0,0.0,0.0,2.0,3.0,9.98421052631579,1289.63,1,4,Alto,Ascendente,Alto valor / Ascendente
2235,107,705,89,3824.87,834,0,599,42.976067415730334,False,157,8.249541171377976,40.427323943661975,34.25666666666667,False,-0.15263580853371614,45-54,U,175-199K,Homeowner,2 Adults Kids,1,3.0,3.0,9.0,0.0,1.0,0.0,9.370786516853933,440.64000000000004,1,5,Alto,Descendente,Alto valor / Descendente
2236,112,688,219,2880.5,881,17,577,13.15296803652968,False,125,7.966066270876721,39.757183098591554,3.106666666666667,False,-0.9218589843510133,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.0228310502283104,392.13000000000005,1,6,Alto,Descendente,Alto valor / Descendente
2237,62,705,158,4941.52,1814,0,644,31.275443037974686,False,132,8.50563060157174,55.20070422535211,50.958333333333336,False,-0.07685356467011115,45-54,U,50-74K,Homeowner,Single Female,None/Unknown,3.0,3.0,4.0,0.0,4.0,3.0,11.481012658227849,1185.49,1,6,Alto,Descendente,Alto valor / Descendente
2238,105,703,180,2479.46,1046,2,599,13.774777777777778,False,127,7.816199305829989,26.54830985915493,38.85333333333333,False,0.4634955497905315,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.811111111111111,423.5,1,3,Alto,Ascendente,Alto valor / Ascendente
2239,86,691,43,1787.48,554,14,606,41.5693023255814,False,110,7.489121376081333,18.76676056338028,23.53,False,0.2538125544114558,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.883720930232558,496.62,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2240,27,704,213,5388.94,1705,1,678,25.300187793427227,False,132,8.592289532115668,52.89338028169014,52.53916666666667,False,-0.006696747553986295,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.004694835680752,1024.66,1,10,Alto,Descendente,Alto valor / Descendente
2241,54,703,78,1489.28,642,2,650,19.093333333333334,False,109,7.306719300747941,15.398591549295775,15.465000000000002,False,0.004312631482667252,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.23076923076923,468.01,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2242,70,704,115,1207.37,561,1,635,10.49886956521739,False,137,7.097027622987857,8.215774647887324,30.28333333333333,False,2.6859985371094197,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.878260869565217,314.08,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2243,93,684,43,3953.7200000000003,1131,21,592,91.94697674418605,False,125,8.28266508123539,45.43704225352113,59.096666666666664,False,0.3006274998475938,45-54,A,50-74K,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,4.0,0.0,2.0,3.0,26.302325581395348,857.26,1,2,Alto,Ascendente,Alto valor / Ascendente
2244,40,702,315,5390.34,2322,3,663,17.112190476190477,False,155,8.592549241539384,56.8112676056338,73.63166666666667,False,0.2960750528890653,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.371428571428571,1470.0800000000002,1,9,Alto,Ascendente,Alto valor / Ascendente
2245,82,705,172,4383.9,1653,0,624,25.487790697674416,False,160,8.385922099529141,42.207464788732395,103.23,False,1.4457758957263418,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.61046511627907,497.94,1,5,Alto,Ascendente,Alto valor / Ascendente
2246,64,452,5,321.35,83,253,389,64.27000000000001,False,39,5.775637911756629,3.5388732394366196,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,16.6,35.81,0,0,Bajo,Descendente,Bajo valor / Descendente
2247,10,704,89,3960.7,932,1,695,44.502247191011236,False,133,8.284428505057972,39.21816901408451,84.655,False,1.158565841500598,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,10.47191011235955,729.8399999999999,1,1,Alto,Ascendente,Alto valor / Ascendente
2248,47,703,26,937.23,312,2,657,36.04730769230769,False,101,6.843995121507626,8.017746478873239,23.315833333333334,False,1.9080282589092274,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.0,135.7,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2249,81,305,3,181.51,64,400,225,60.50333333333333,True,44,5.206804966041929,1.9673239436619718,0.0,False,-1.0,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,21.333333333333332,33.51,0,0,Bajo,Descendente,Bajo valor / Descendente
2250,100,690,66,2300.02,653,15,591,34.84878787878788,False,95,7.74110778187069,30.19676056338028,9.99,False,-0.6691698111447454,35-44,U,75-99K,Unknown,Unknown,None/Unknown,2.0,3.0,5.0,5.0,6.0,3.0,9.893939393939394,812.66,1,1,Alto,Descendente,Alto valor / Descendente
2251,33,662,26,2022.54,741,43,630,77.78999999999999,False,104,7.612603731849723,12.660281690140845,28.33666666666667,False,1.2382335053993119,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,28.5,449.32,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2252,11,703,341,9299.48,3268,2,693,27.271202346041054,False,192,9.137821290712672,93.8612676056338,152.93166666666667,False,0.6293373248401273,45-54,A,50-74K,Homeowner,2 Adults Kids,2,3.0,0.0,4.0,0.0,1.0,1.0,9.583577712609971,2534.68,1,1,Alto,Ascendente,Alto valor / Ascendente
2253,67,692,29,450.33,204,13,626,15.528620689655172,False,68,6.1121987792524655,2.8308450704225354,6.164166666666667,False,1.1775005389986233,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,7.0344827586206895,110.93,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2254,58,569,80,1270.35,397,136,512,15.879375,False,125,7.147834607002549,15.976478873239435,0.0,False,-1.0,19-24,U,35-49K,Unknown,Single Male,None/Unknown,0.0,3.0,3.0,5.0,5.0,3.0,4.9625,209.69,1,2,Bajo,Descendente,Bajo valor / Descendente
2255,68,649,21,570.03,132,56,582,27.14428571428571,False,60,6.347441747680417,5.166197183098592,3.7758333333333334,False,-0.26912713558705925,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.285714285714286,116.60000000000001,0,0,Bajo,Descendente,Bajo valor / Descendente
2256,110,670,29,1453.4,418,35,561,50.11724137931035,False,106,7.2823487234232145,15.990422535211266,19.977500000000003,False,0.24934159532114322,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,14.413793103448276,190.56,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2257,10,704,75,791.54,209,1,695,10.553866666666666,False,36,6.675242977663827,7.322957746478872,11.669166666666667,False,0.5935045743337247,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,2.7866666666666666,36.53,0,0,Bajo,Ascendente,Bajo valor / Ascendente
2258,27,702,47,1392.76,450,3,676,29.633191489361703,False,122,7.2397604100705815,11.439436619718311,16.2225,False,0.41812053681359257,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.574468085106384,207.15000000000003,1,1,Bajo,Ascendente,Bajo valor / Ascendente
2259,96,704,15,580.34,190,1,609,38.68933333333334,False,70,6.3653357836249675,0.0,47.77916666666667,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.666666666666666,126.46,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2260,54,702,132,7338.9400000000005,1822,3,649,55.598030303030306,False,142,8.90108594718823,76.33028169014084,34.02583333333333,False,-0.5542289039170641,45-54,U,25-34K,Homeowner,Single Female,None/Unknown,3.0,3.0,2.0,0.0,4.0,3.0,13.803030303030303,824.2399999999999,1,4,Alto,Descendente,Alto valor / Descendente
2261,108,705,427,13239.48,3737,0,598,31.00580796252927,False,176,9.491034082610282,159.19830985915493,129.16083333333333,False,-0.18867961947834871,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.75175644028103,1692.7200000000003,1,8,Alto,Descendente,Alto valor / Descendente
2262,41,703,148,1465.45,621,2,663,9.90168918918919,False,110,7.290599793052768,15.83887323943662,13.289166666666667,False,-0.16097777501126365,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,4.195945945945946,190.42,1,7,Bajo,Descendente,Bajo valor / Descendente
2263,7,704,455,5715.06,2710,1,698,12.56057142857143,False,187,8.651035035845611,47.36591549295775,47.189166666666665,False,-0.0037315614920893966,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,5.956043956043956,1044.85,1,7,Alto,Descendente,Alto valor / Descendente
2264,115,704,312,16783.2,4384,1,590,53.792307692307695,False,217,9.728193246675664,196.52845070422535,204.93416666666667,False,0.042770987774649966,45-54,A,250K+,Homeowner,2 Adults No Kids,None/Unknown,3.0,0.0,11.0,0.0,2.0,3.0,14.051282051282051,2432.0699999999997,1,9,Alto,Ascendente,Alto valor / Ascendente
2265,55,72,3,77.44,20,633,18,25.813333333333333,True,17,4.362334001328145,0.0,0.0,True,,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,6.666666666666667,5.45,0,0,Bajo,Sin tendencia disponible,Sin tendencia disponible
2266,75,704,148,8754.12,2718,1,630,59.149459459459464,False,194,9.077393951079475,95.87676056338029,117.25666666666666,False,0.2229936219961559,25-34,B,35-49K,Homeowner,Single Male,None/Unknown,1.0,1.0,3.0,0.0,5.0,3.0,18.364864864864863,1072.45,1,7,Alto,Ascendente,Alto valor / Ascendente
2267,85,704,63,2238.16,771,1,620,35.5263492063492,False,114,7.713856074519002,17.13450704225352,71.51833333333333,False,3.173935856862987,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,12.238095238095237,390.33,0,0,Alto,Ascendente,Alto valor / Ascendente
2268,109,658,23,668.96,198,47,550,29.08521739130435,False,76,6.50721800911027,8.418450704225352,1.2441666666666666,False,-0.8522095442048262,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.608695652173912,105.09,0,0,Bajo,Descendente,Bajo valor / Descendente
2269,105,702,206,3229.66,1101,3,598,15.677961165048544,False,110,8.080441729708605,36.780985915492955,39.32,False,0.0690306151754773,55-64,A,35-49K,Homeowner,2 Adults No Kids,None/Unknown,4.0,0.0,3.0,0.0,2.0,3.0,5.344660194174757,1190.1899999999998,1,4,Alto,Ascendente,Alto valor / Ascendente
2270,77,702,310,4671.24,2599,3,626,15.068516129032258,False,168,8.44939389305169,51.76478873239437,37.64833333333333,False,-0.27270381556154155,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,8.383870967741936,1290.05,1,10,Alto,Descendente,Alto valor / Descendente
2271,116,678,46,361.88,179,27,563,7.86695652173913,False,51,5.894072201099332,4.826197183098592,1.3525,False,-0.7197586528920796,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,3.891304347826087,178.54,0,0,Bajo,Descendente,Bajo valor / Descendente
2272,56,699,70,2244.17,482,6,644,32.05957142857143,False,99,7.716536521140185,21.7043661971831,50.63999999999999,False,1.3331711020694217,65+,A,25-34K,Homeowner,2 Adults No Kids,None/Unknown,5.0,0.0,2.0,0.0,2.0,3.0,6.885714285714286,286.89,0,0,Alto,Ascendente,Alto valor / Ascendente
2273,95,704,52,1594.87,517,1,610,30.670576923076922,False,106,7.375174321058141,18.016197183098594,16.99833333333333,False,-0.05649715305736907,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,9.942307692307692,211.7,1,1,Bajo,Descendente,Bajo valor / Descendente
2274,33,703,69,6795.27,1618,2,671,98.48217391304348,False,166,8.824129211255139,55.55098591549296,156.71666666666667,False,1.8211320480445152,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,6.0,2.0,12.0,4.0,3.0,4.0,23.44927536231884,1305.33,1,6,Alto,Ascendente,Alto valor / Ascendente
